stamp,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,behavior
2860,0.6445452619288972,-0.3634154643895651,-0.8356408983643026,-0.384607227308258,-0.5046905045474094,0.2402383514792915,-0.8959309947844868,-0.2558455292413662,1.61986547666976,0.3879652827474342,1.146719268156932,-0.626121622858394,-0.4415177431087867,0.4068249016664916,-0.3118542517130997,-0.5211951897448104,-0.1091375308461641,-0.7015615613804349,0.1515236961616247,0.5029491371582273,0.01026380145082685,-0.2621540970562168,-0.05043153284176018,2.117027006433716,0.8245439659621755,-0.3729038422041362,-0.9991037794428678,-0.3301475720728012,0.3456249635021607,0.6653730908251652,-0.1413401471708225,1.699002074747501,-1.231239140653066,-1.076040045359455,-0.8070227863319965,1.740262449377427,0.4558160619388854,-0.1212189429879674,0.4405678577939039,0.06523930145829153,0.881140428617562,0.1727505953032469,-0.5617996107859334,Closed-arm
2861,0.5903852975233705,-0.3452669360613981,-0.808376224010802,-0.335464407016165,-0.5137851732824774,0.2142846634652584,-0.8908811967082786,-0.1819377189904624,1.570534763207842,0.3936926243136987,1.019321683081571,-0.6513453574593372,-0.4473843461774157,0.5167918250179806,-0.3389313123758818,-0.4645355136601367,-0.1616983631941422,-0.707276266907185,0.09489028171847652,0.5005907851875002,0.1077676409762418,-0.2717607099438856,-0.06488966229942511,2.146668606961175,0.789144939894707,-0.3152192617458997,-0.9391899932343734,-0.2989353080638081,0.286329003771375,0.8260329380633832,-0.1938831667600931,1.624699263780132,-1.33158744578073,-1.083836648313868,-0.7709942489511429,1.793428361826826,0.5069162211315595,-0.1355913921658558,0.463629487866454,0.07983465433753986,0.8279275118541282,0.1437117122069228,-0.5264320196331138,Closed-arm
2862,0.5663052971864653,-0.3304135177590601,-0.7966339042533568,-0.3005112263483069,-0.5388553087554732,0.1820184826726701,-0.8731933128222671,-0.09464695598816428,1.524094003991968,0.4082174560386459,0.9467524268823198,-0.676246020116395,-0.4422913387783367,0.5660420162704249,-0.2982897606924438,-0.3983265104973659,-0.2068079808649906,-0.6836121985026617,0.08999851551812768,0.483841381290331,0.1803235054755894,-0.3160586600010994,-0.09158844159738082,2.171381636559892,0.7537958384520818,-0.2757917421313512,-0.859585359893128,-0.2853499338553979,0.1554197952283801,0.9916243831649317,-0.2428420669531626,1.497727111978457,-1.397371159005177,-1.120173480889813,-0.7315215643291941,1.812824453916161,0.5083266970512661,-0.1482340877116433,0.457070231363387,0.05781750045603366,0.809186965684946,0.1560377310671946,-0.5025950224061871,Closed-arm
2863,0.566641830428415,-0.3225800582654864,-0.8027275518759546,-0.282921156083195,-0.5814910166853834,0.1346487696114055,-0.8466708894694653,-0.006793872710361757,1.496823084480212,0.4275400637843396,0.9256544319538325,-0.6885131971824048,-0.4180063110662878,0.5689430916543337,-0.1956180316793932,-0.3304202377884911,-0.1865548647663026,-0.6269053335028077,0.1391624023371156,0.4641171564559738,0.2056010423049365,-0.3721437330117792,-0.1282838537879642,2.174005161063145,0.7313286604581457,-0.2665953103748493,-0.774616533177632,-0.2811822567965734,-0.01858758652580535,1.12164682289474,-0.2665903910065241,1.338358373797952,-1.4250929082426,-1.178331105972854,-0.6963787637589631,1.761281667305106,0.4547267533950103,-0.1656080907579702,0.4306769089833472,0.003670664027545758,0.8597126074457085,0.1698433560828142,-0.4643498594261028,Closed-arm
2864,0.5696901631405872,-0.332522332910933,-0.8189771642202417,-0.2865963195213974,-0.6338567811391844,0.0775430192090511,-0.8183704972667553,0.07345706914412235,1.502708706171094,0.4434250528152095,0.938955746010226,-0.6839238414592976,-0.3717645092782801,0.5864238066052725,-0.05698998766937888,-0.2785613342553074,-0.03850377578172671,-0.5472417055464524,0.2192697537884803,0.4460795998413274,0.1819032271725386,-0.4177348360048753,-0.1633143291050595,2.155207237229294,0.731953280070817,-0.2980936177403421,-0.6994063127093676,-0.2697178679739735,-0.193421303324944,1.180454642245342,-0.2640865560904782,1.154875900896118,-1.440188015083741,-1.25511528117682,-0.6594940444792774,1.628196552003291,0.3563357874356841,-0.1883224932485495,0.4046239227733815,-0.05762165963502224,1.023886667713158,0.1539696836275683,-0.393224415328042,Closed-arm
2865,0.5538746212480034,-0.3751435370519258,-0.8290747495801679,-0.3094916070493806,-0.6845700134056845,0.02978008801494886,-0.7942561205853896,0.1478530816182368,1.546573902348963,0.4438563327100423,0.9695395685048181,-0.662713514466256,-0.3101156210560586,0.6688944582850564,0.08663077191027445,-0.2631689702761067,0.2618314896683246,-0.4636939034219704,0.3064748713578922,0.4285518747235827,0.1223902293521367,-0.4430451014687511,-0.178990097847051,2.123728161091102,0.74739302764782,-0.3748153101499136,-0.6457286229205242,-0.2404363233531173,-0.3297880669808327,1.154326897538255,-0.2565891819395303,0.9364072945062303,-1.477922874742323,-1.349629432190244,-0.6121117841412206,1.438117429398502,0.2386817596132322,-0.2092215925039898,0.4068574740306264,-0.08468797884329073,1.312463796462388,0.1140928416289273,-0.2916364538457497,Closed-arm
2866,0.5108399192949152,-0.4580743575346937,-0.8162094184226216,-0.3412414202829133,-0.7252956587991797,0.01038039596473451,-0.7772297903476052,0.231862253031073,1.61878105191778,0.4222738307124298,1.010886653708514,-0.6210464605219173,-0.2464261632801862,0.8071724427526749,0.2080647187766275,-0.2926943970952129,0.675856559265548,-0.3970762787013792,0.3944298878648915,0.4074154765928643,0.04695865357574759,-0.4495207473763974,-0.1639359874209282,2.081694682905576,0.7508536262586201,-0.482701018645437,-0.6185094957253042,-0.2004134046421688,-0.4081572534999884,1.053959925216663,-0.2715190371769831,0.668568379113941,-1.561106108582655,-1.4545572265363,-0.5663926507170479,1.24404063242485,0.131526172449327,-0.2163939019057367,0.4607365170094689,-0.04214420708238857,1.672867832159828,0.08451569064837093,-0.1847379886850115,Closed-arm
2867,0.4435642592178871,-0.5706924844998608,-0.7765690628593931,-0.367045146643539,-0.7513838462903344,0.02319224048433768,-0.7675770920427946,0.3437531544653123,1.698363654407711,0.3880310682323252,1.064342152204707,-0.5525960245540193,-0.2009359593029467,0.9414077004094564,0.2819856017029686,-0.3561957416091905,1.110826674719429,-0.3617230272227169,0.4935442082344643,0.3791699462145433,-0.01867452104256517,-0.4441081333608687,-0.1240136215501838,2.022657985107412,0.7163588468994362,-0.5820879208715791,-0.6146321888339313,-0.1716258468267794,-0.431914040421129,0.9032468113446717,-0.3214046832571553,0.3622410822983301,-1.688537356330764,-1.551922168851084,-0.5658180337119817,1.101368858893887,0.05545575588382579,-0.2033454929883038,0.5692285087062042,0.07420280556629127,2.006471913472057,0.0951628084444727,-0.1101853881191244,Closed-arm
2868,0.3608359689323904,-0.6849034542836251,-0.725382324473804,-0.3753448150726501,-0.760517217333169,0.0543079107340249,-0.7632958162902951,0.4802995309217064,1.76313670692265,0.3605834245277419,1.128610951071612,-0.4599342433764432,-0.1947549035849317,1.013808287806162,0.2860127919422711,-0.4283777985933169,1.458484883332358,-0.3593104718207435,0.6180262430760005,0.344612777108366,-0.0452756980875341,-0.4353686191722249,-0.07938181850799557,1.942814281325545,0.637988381629126,-0.6219017070347184,-0.6258278874787819,-0.1755940729157282,-0.4210524045914519,0.7258472932296083,-0.3974506311035514,0.06834812270775609,-1.837176129478434,-1.621783370666883,-0.6585223012457282,1.036198707674207,0.0148336760885531,-0.1787575737659117,0.7078954510778626,0.2303272921338204,2.22629924323536,0.1485829688496285,-0.09531733930503083,Closed-arm
2869,0.2768894237722168,-0.768157791762876,-0.687370571804247,-0.3652738627562257,-0.7550919961154846,0.08262565751497175,-0.761440725736902,0.6063094535159056,1.797015000728935,0.34951334044802,1.191990662572261,-0.3591046371378929,-0.2324974795636023,1.008967095564799,0.2137786937715436,-0.4810594930064164,1.645040284768485,-0.3800595632588404,0.7741606417250484,0.3105319153823149,-0.01319823035076665,-0.4304442547259706,-0.05004471896360912,1.852202821929601,0.533383286910353,-0.5738544897462995,-0.6441749067656202,-0.2171600456413069,-0.4077662263953672,0.5362490754585687,-0.4826989245625063,-0.1376363499431647,-1.971885317433459,-1.6534813103771,-0.8516909504700942,1.033310858938714,-0.001284033392225386,-0.1624848007123017,0.8324204148266403,0.3730159076695434,2.303095246473132,0.2247990058589114,-0.136534038560048,Closed-arm
2870,0.2067122311684025,-0.7997893104068975,-0.6811151863677423,-0.3492125236681217,-0.7436903520565674,0.09195832861647094,-0.7616865967396228,0.6779327549784208,1.791097560963861,0.3447215321220498,1.233664034589077,-0.2718170350145082,-0.2919887983443297,0.9519432052928049,0.0886007010592377,-0.4950529949596649,1.662812110293826,-0.4107396500922758,0.9579161357717347,0.2873575761747936,0.07294533058239223,-0.4323285962967943,-0.04347114550946895,1.774353468210088,0.4330814800529779,-0.458702918230701,-0.6663997505098119,-0.2812209867612493,-0.4250502693562314,0.337017281559553,-0.5656009687956369,-0.1930113387036958,-2.058197951026628,-1.647457106691465,-1.090640738389787,1.054044551098234,-0.01120904573279637,-0.1706374019856119,0.89864012551979,0.4619977962768316,2.256278806440064,0.2966984179816973,-0.20216736894468,Closed-arm
2871,0.1537123043626081,-0.7822296220616014,-0.7095061983078816,-0.3462629772961229,-0.7355877111739986,0.07557299026784464,-0.7678011949964154,0.6817122448748034,1.744434316315831,0.3280970034781046,1.233590763207626,-0.2152784271390582,-0.3381079454866511,0.8807624315475684,-0.04072276614645125,-0.4690733014169668,1.563971775140462,-0.4422396752742491,1.157839833326102,0.2848053593775652,0.1831514888689028,-0.4372484157770853,-0.05228953252021269,1.732088211287225,0.3634111508207453,-0.3344957404200776,-0.6936423176574353,-0.3452436210765694,-0.4804444028973788,0.1271038705357239,-0.6373481982339293,-0.08458044387994049,-2.078009580587935,-1.612462054035024,-1.286984088492479,1.066460014570087,-0.02900609634656508,-0.2051663328269326,0.8854338070269808,0.4894616825565324,2.11232193104139,0.3354869842728945,-0.2546849896812594,Closed-arm
2872,0.1052947723355282,-0.7384606697626129,-0.7587647047343604,-0.3682284634872409,-0.733029948709111,0.03415366066944273,-0.7832764629417754,0.6473148632083064,1.666922011259408,0.2900788968493697,1.18450529637069,-0.1965789539949649,-0.3507359363092789,0.8222438198525814,-0.1231233712997293,-0.4220933644895684,1.429985415854017,-0.4703589943521375,1.357504888652382,0.3074828958175694,0.2754678345395757,-0.43416332544963,-0.06040155253760653,1.729644691393748,0.3309581465192518,-0.2552888136840581,-0.7268205834804695,-0.3938872944373086,-0.540743976102869,-0.08068388902585145,-0.6834342070661177,0.1375491444561257,-2.041459721390732,-1.566246299775586,-1.374422491324939,1.060803887498823,-0.05737155814345292,-0.2537113878343447,0.8067874571041004,0.4715686576915195,1.887523902725968,0.3129349492305101,-0.2708406724385765,Closed-arm
2873,0.04459413470000118,-0.6939763901486472,-0.8071520702270634,-0.4096741499599897,-0.7299454284843176,-0.02663497222856357,-0.8056550313619013,0.6182111470754219,1.577229262056502,0.2354026847716497,1.096470625547048,-0.2125413450073579,-0.339625061412876,0.7817605825733555,-0.1307418199397921,-0.3853626152619232,1.341076841375304,-0.492124416466097,1.538276134581539,0.3511038256762865,0.3169578893041486,-0.4111115478552186,-0.05506576861429486,1.749087112398821,0.3219082990602413,-0.238510752129661,-0.7610133524916689,-0.4224319250706715,-0.5543490379970369,-0.251282463904003,-0.6873773528334702,0.3840883198634797,-1.979633745445879,-1.533783639215696,-1.338390296559564,1.043945726490335,-0.09073498977538946,-0.2961357744362105,0.7005819269714911,0.4278492828833436,1.604116046658846,0.2157937058848774,-0.2492593141882297,Closed-arm
2874,-0.03398773528793337,-0.6587652844927931,-0.8410080449299465,-0.4518271599532101,-0.7181364172512764,-0.0965348210712748,-0.8264534654047789,0.6114121411622797,1.491677405015271,0.1796955076070598,0.989069641046721,-0.2539596436016096,-0.3340684017278009,0.7469365942925356,-0.07215963391539233,-0.3840227706712021,1.348601482048274,-0.5038114771764817,1.684030565194563,0.4040556467609425,0.3036847224703902,-0.3679416601399099,-0.03841421620197443,1.764804260823228,0.3204118030588227,-0.2652444680068688,-0.7839591180676064,-0.4317221752048186,-0.4952981917044132,-0.3435042672419181,-0.6452337518804289,0.578065282752281,-1.919596131228348,-1.534242758099401,-1.198083693574266,1.02755584577763,-0.1233852871633036,-0.3139363246103242,0.5983526441232077,0.3735066939852902,1.300169795330325,0.06271605083058614,-0.2055867985756556,Closed-arm
2875,-0.1194129753780093,-0.6261771072611539,-0.8641775547353516,-0.4765897279558218,-0.6948413712746215,-0.1616750486528054,-0.8365808050761593,0.6054556464862415,1.415317906306278,0.1413853888094319,0.8775037966665412,-0.3078033523911303,-0.3595572358622594,0.7037732003079809,0.01298520593918209,-0.4201365424231768,1.451304524312441,-0.5005704365959289,1.784920916654286,0.4551813699976401,0.2646873533702918,-0.3223192354571857,-0.02676495953593752,1.758753138837204,0.3253477220230617,-0.3048822827459066,-0.7840810098918528,-0.4259800550466215,-0.3847963894449822,-0.337745207569917,-0.5727783850745357,0.6919724277396414,-1.866183041471378,-1.563446658463989,-0.9776025392782692,1.02343704378453,-0.1531721386719066,-0.29872808506501,0.502947572578254,0.3241710338277454,1.023777510064943,-0.09542323743589101,-0.1571508979577247,Closed-arm
2876,-0.1921720803831372,-0.5846647777668248,-0.888679798814363,-0.4789158683826882,-0.6653871212556063,-0.2080838652242595,-0.8317088870124729,0.5640980666832416,1.345996556656011,0.1303085741826043,0.7658016841291589,-0.35488939236685,-0.4189021494895263,0.6529347560013375,0.0768296810527889,-0.4728403334353193,1.594536593703631,-0.4773679215212434,1.837904361935622,0.4979637927814495,0.2399902689130167,-0.2981508764949746,-0.03719242289945868,1.724276511885777,0.3455517281426439,-0.3370305303750091,-0.7639522279636862,-0.4136064202586034,-0.2709210651301558,-0.2473672998162957,-0.4959726353103449,0.7416344021154566,-1.806361286041349,-1.589105113208398,-0.7059044636593039,1.044875738415677,-0.1787030701513335,-0.2566815404149246,0.3962466960496558,0.2975202193864267,0.8307604909601758,-0.1952442341534247,-0.1079956662223509,Closed-arm
2877,-0.2387293369623909,-0.5247665196291459,-0.9152241964051329,-0.4684831358116364,-0.6394734948250481,-0.2276740531631204,-0.8136816852806774,0.4702941549925514,1.283504182932582,0.1400055448150871,0.6528265467761583,-0.3727951893341068,-0.490667867867175,0.6090280950562047,0.08912171345105241,-0.5158434380405106,1.703090459827777,-0.435501304602231,1.84680887038504,0.5261731246062273,0.2470845801282145,-0.3075596834381622,-0.07387225064105023,1.663958163224137,0.3826955629363225,-0.3528966232101885,-0.7426095191542679,-0.4026709514686152,-0.1955894472812396,-0.1071922911429152,-0.43665793995749,0.7534290667491724,-1.727347962768728,-1.567470458533949,-0.4314631035579433,1.106438306198298,-0.1959183486824786,-0.2074888897702288,0.2703581858774959,0.3055169116031625,0.7801994977244157,-0.1900087746489818,-0.0524881292166345,Closed-arm
2878,-0.2592010504402188,-0.4383084090050502,-0.9245387049263253,-0.4595473360902109,-0.6256848619425023,-0.2236372370936012,-0.7887287727117641,0.3407057352721749,1.231165404004535,0.1503435917376867,0.5414544852351859,-0.3507854759647721,-0.546151334409457,0.5831779611144073,0.04811219039365155,-0.5340049433367752,1.729094175097348,-0.3906042169856004,1.82292965905129,0.5305026895106596,0.2674464689536324,-0.3439158288767206,-0.1243786805573408,1.588558082334602,0.4258265829006284,-0.3464949543035752,-0.7404069987996383,-0.3944548355160926,-0.1795335351715045,0.04369620114732467,-0.4055863695993774,0.7420064953080616,-1.627216305040909,-1.470461969167711,-0.2104309359814923,1.219926332629901,-0.1988847495798542,-0.1768341403917955,0.1488583354971723,0.3433511094021752,0.9111514725288454,-0.07330889724705582,0.005569182096224114,Closed-arm
2879,-0.2626812854631945,-0.3215109603184023,-0.8875039558685571,-0.4580678075299406,-0.6290102963243481,-0.2095138500725436,-0.7652224223507982,0.2115386784201143,1.190136681895564,0.137498932220784,0.4403990341805895,-0.3041763327769591,-0.5699942713831972,0.5694526285921679,-0.02804784817637618,-0.5249050679180591,1.678007498620387,-0.3684727398597785,1.78202389669182,0.504184237786021,0.2671812554820674,-0.3887333742933854,-0.1666555334988996,1.515388675001802,0.4615619289857741,-0.3152053860919385,-0.7617568513714728,-0.3847059289721375,-0.2197766235903271,0.1701340220688078,-0.4017404219841358,0.7142239618043199,-1.508768856496981,-1.300871033082404,-0.07470110934547214,1.387981339023733,-0.1818506783845979,-0.1820785560065025,0.07418679947614623,0.3873795801357725,1.214615038847798,0.113887286060314,0.04434416082735545,Closed-arm
2880,-0.2576006061800171,-0.1812433009858812,-0.784552146525985,-0.4578078931273994,-0.65110341493197,-0.2015335881549017,-0.7527395834798927,0.1106021311438536,1.155635672547541,0.0853626135710996,0.3607529633187682,-0.2685772147214193,-0.5672127812361446,0.5468760053805778,-0.1194311465576833,-0.4941125567614568,1.590522591770024,-0.3858216716455564,1.736764860511492,0.4519692115771634,0.228891587483753,-0.4240384920500454,-0.1827153235068135,1.462615076181393,0.4819630003104095,-0.2673436408860674,-0.7914050279432836,-0.3702651404781805,-0.2841859517974367,0.2432646170692332,-0.4146315270479091,0.6827905164342593,-1.368698397484469,-1.08605456403048,-0.01862018215138952,1.598691860349116,-0.1395282442951893,-0.2194514789512353,0.0746009404617967,0.4089115179464021,1.632509565180088,0.3017894188953152,0.03703800246703622,Closed-arm
2881,-0.2468631683706148,-0.03266394248616956,-0.6195054838943264,-0.4464373197165869,-0.691413712438572,-0.2102391155256635,-0.7615356692779293,0.04123870036851527,1.120760073987168,-0.005099135626956589,0.3115504705407092,-0.2750767562701053,-0.5543135797146738,0.489866880466932,-0.2159849690066036,-0.4550568043111469,1.499482657351736,-0.4332957879586059,1.690989285369481,0.3927853137717801,0.1635193406443608,-0.4410150257484703,-0.171213873464857,1.441682546946422,0.4820962201923727,-0.2221070902659908,-0.8055350578342814,-0.3521732607091512,-0.3156607845109827,0.2479381312500572,-0.4303719435873379,0.6651467065751485,-1.197441774437976,-0.8629024301141901,-0.01157809512610375,1.826059968471208,-0.06783882364995242,-0.267670811720746,0.1434377626024282,0.3927437289673995,2.079826204391102,0.4303923797940227,-0.02636588219341776,Closed-arm
2882,-0.2304344293262488,0.1096218687488774,-0.4176402226939166,-0.4148513734809606,-0.7479258543090865,-0.2363775695291343,-0.798986224712878,-0.01047763727586676,1.08374064984916,-0.1135816652672534,0.2937742741950652,-0.3288129905309488,-0.5476980755076214,0.3827870604912937,-0.3108659621511363,-0.4265170199641914,1.406133050584197,-0.4790703796652919,1.640780153778123,0.3515812397640238,0.09807142663639186,-0.4411706540397475,-0.1476010909146918,1.452603838205282,0.4586120974601397,-0.2000120776617868,-0.7878136523379153,-0.3356571120859081,-0.2672825502230937,0.1952529527634723,-0.4411626095755071,0.6653871969813726,-0.9944513813892111,-0.6672313969453355,-0.01649679373393432,2.03726036967351,0.03387169271781252,-0.3077151084689156,0.2499866440866935,0.3422322254152302,2.465142522631903,0.4810517784330052,-0.1267129663090407,Closed-arm
2883,-0.2109094138858883,0.2339597291341583,-0.2114329206863616,-0.3639568047125206,-0.8163110273689035,-0.271254728625948,-0.8627838270707353,-0.05750164136019953,1.049931731768438,-0.2101163830025779,0.2969616449764638,-0.408975863662315,-0.557278772250896,0.2372221667644507,-0.3841221337508977,-0.4207646056248879,1.297479902272731,-0.4916933352701809,1.58001022315917,0.3429541169385537,0.05728188618042903,-0.4324575184608099,-0.1301223377593858,1.484168269537423,0.4157972036951029,-0.2132698493537089,-0.7384664978896254,-0.3299958028564397,-0.1423513893279749,0.126316236769013,-0.450225661051825,0.6622518565643654,-0.7849457340639704,-0.5253784897773809,-0.004815086011866865,2.201690836910374,0.1600610570536081,-0.3387374072696496,0.3666652628346316,0.2706847648304376,2.71099368692774,0.4785953366915551,-0.225280841673517,Closed-arm
2884,-0.1944583589727679,0.3285081465167393,-0.02807795215010034,-0.3053547815973806,-0.8883024497815539,-0.3014366084026297,-0.9379500170880927,-0.09884218364479794,1.025379598179561,-0.2712555641979904,0.3035057626599119,-0.4863567642528447,-0.5812562890969156,0.09935056195406901,-0.4028117922536882,-0.4325775710839099,1.173784953775389,-0.4629129780214796,1.505216060595818,0.3591442009780578,0.05263872454344661,-0.4239065904332542,-0.1247858029209011,1.51960359144134,0.3696453599016814,-0.2613883859444424,-0.6715635339513403,-0.3448233907664603,0.009468208549855119,0.09320795790267242,-0.4650522409346368,0.6250720016291472,-0.6143946296401361,-0.4457234806252641,0.02956879269559711,2.298161237206468,0.2963209452591801,-0.3734102387807371,0.4815517339848999,0.1938771390846568,2.779699797448422,0.467726138797726,-0.2896945078914238,Closed-arm
2885,-0.1854353103518748,0.384451037828735,0.113637606032981,-0.2550945811174231,-0.9521989509472316,-0.3186984221678317,-1.00387430510195,-0.1210470264838965,1.008734806125861,-0.2898329262320083,0.296216168211015,-0.5393712607953899,-0.6061413137671718,0.03190751324269533,-0.3427698110492121,-0.4426027689140913,1.051666602660492,-0.410659872641621,1.418452453103173,0.3757328460619612,0.07684786308428512,-0.4206719093041673,-0.1240736438903122,1.545202895242308,0.3417851000623027,-0.3304762390920843,-0.6058682288972957,-0.3829597607495624,0.1342413299132187,0.1257379667330547,-0.4867959016771203,0.54687081384977,-0.5195592637753546,-0.4173421956686792,0.06813628522454918,2.321591582328694,0.419096000570259,-0.4188417401176643,0.586114702351203,0.1289912643563913,2.690691067495506,0.4873292256773248,-0.3108356763365799,Closed-arm
2886,-0.1829685743272997,0.4048168503229874,0.2022555052841228,-0.2245578380970829,-0.9979714458996338,-0.3284602979741602,-1.045738245967853,-0.1167910847559881,0.9916129729942019,-0.2731412855291166,0.2631948610354978,-0.5561138300633369,-0.6175936270853741,0.07519157247709188,-0.2024979441707136,-0.4321261581926196,0.9519604419601143,-0.362728359025868,1.328614098845135,0.3705308609334269,0.1027736432535452,-0.4210332015422893,-0.1179321070430424,1.555269820125711,0.3481575025840506,-0.397712139285308,-0.5590438345256241,-0.4369988866649027,0.2034865438254636,0.2135198551029133,-0.508143737747299,0.456268543493937,-0.5045641773008729,-0.4188626874424755,0.08535996757179647,2.286841049982743,0.5011518459851163,-0.4646359868995955,0.6598722778080265,0.09464753739575477,2.512818989450862,0.5606332513606249,-0.295814383549388,Closed-arm
2887,-0.1846858360432243,0.4065441005603599,0.2346263394927444,-0.2157845942259183,-1.023724703209004,-0.3458306479888318,-1.058410289895438,-0.1018073822529094,0.9676339500024514,-0.2351549139091526,0.2014464937503108,-0.5294084712928246,-0.6110998823847429,0.2165335469527603,0.007674512173712965,-0.3956592759308545,0.8903356769467734,-0.3397927625780103,1.248883206280866,0.3368170259668349,0.09513598349749482,-0.4179430907638164,-0.1006522119541542,1.549743941557309,0.3909808656673666,-0.4426421311078085,-0.5460234403950421,-0.4933399523457015,0.2087654560531525,0.3188256259423063,-0.5200338724240628,0.3934977347816848,-0.5462483060363412,-0.429745053926989,0.06690289181441733,2.223614585845084,0.5223747952216583,-0.488403382652695,0.6772344170438631,0.1089985679342575,2.324657246930395,0.6945729277935921,-0.2526681893346592,Closed-arm
2888,-0.1898675051135989,0.4120676402022109,0.2180155838925589,-0.2229826925037842,-1.03558463428682,-0.380291365066898,-1.041644958266509,-0.1068275129401385,0.9398756384969946,-0.1900333187603981,0.1196874584734371,-0.4574037291265154,-0.5919919394569317,0.396656078233124,0.2753007723440386,-0.3439102510830695,0.8720585884336112,-0.3490159179413144,1.189506299745704,0.2819530279353233,0.03264408064812553,-0.4075519587792037,-0.06714637576822076,1.528369158851403,0.4568836937173489,-0.456633348315835,-0.5753535547220355,-0.5377499776897324,0.1480933395395639,0.4041824814138118,-0.5189978173689073,0.3814795254464504,-0.6168663416364997,-0.4340792749329074,0.01099498877496296,2.161908531297377,0.4797064041562463,-0.4713109027347093,0.6268030280785557,0.1818649410495095,2.16553432001537,0.8728896844267393,-0.187990429570262,Closed-arm
2889,-0.1959898299686428,0.4376249419967476,0.170255237507389,-0.2358618662464729,-1.040541816234103,-0.4243489478688938,-0.9977960879661675,-0.1542742138224114,0.9189125611783111,-0.1493077193388617,0.03587690248612662,-0.3487225265841367,-0.5685844635440435,0.5497693178558213,0.576047111096108,-0.2984379288817569,0.888390753214348,-0.385688879805671,1.151096064629597,0.2188846570995396,-0.07631807759034534,-0.3986685343412741,-0.01104293393228896,1.48868737771009,0.5234523368695292,-0.4402367185524306,-0.6433631287000225,-0.5580583901032393,0.02806552143732638,0.4491290542766307,-0.5088755101090722,0.4216636623906188,-0.6947842536123262,-0.4171449641013337,-0.08098180520169025,2.116000220446901,0.3893338641222372,-0.41184900466427,0.5204667160826774,0.3019838248276326,2.025862571605264,1.050185419676398,-0.1122579568108416,Closed-arm
2890,-0.1973890692579528,0.4844504780703074,0.1156425744736021,-0.2432979863999649,-1.041192418304565,-0.4589774066560562,-0.9362779658840288,-0.2442536954975006,0.913174078667755,-0.1204873743109442,-0.02981884074796563,-0.2234760121664856,-0.5470211719429545,0.6413564440027674,0.8666049037781599,-0.2809549748714928,0.918494398837315,-0.437465804600627,1.124908518592646,0.1600716014461913,-0.1965583173407274,-0.4106426582427612,0.06634054959114975,1.430558172349603,0.5738252474706713,-0.393515261328182,-0.7306457068643545,-0.5479121989453049,-0.1291981250142842,0.4502553950961568,-0.495936828864556,0.5042940662725504,-0.7619315962825037,-0.3660885095035265,-0.2061566240861223,2.081167873008412,0.2792686599086147,-0.327908262123885,0.3894504321851477,0.437033454752279,1.883912367747937,1.167640441440243,-0.03945005033742938,Closed-arm
2891,-0.1922118752285261,0.5368050666434088,0.07493708572338266,-0.2388495149080756,-1.037962357118478,-0.4706412806485236,-0.8742770200076783,-0.35636442393553,0.9204956160164848,-0.1054742841353809,-0.0617996234272022,-0.1078058070435924,-0.5291415685576875,0.6739360340273787,1.097957052783076,-0.3002432440651869,0.9407764695702181,-0.4883015577400761,1.099948606591717,0.1164228340682558,-0.2861673643240944,-0.4591716154455428,0.1491110713668232,1.361996564324975,0.6075440624090325,-0.3152921837549605,-0.8064483736319078,-0.5104507559332506,-0.2914080027193369,0.4182898315202157,-0.4805793127729597,0.6110209103920284,-0.8065232339523376,-0.2795937504363141,-0.3458892347670398,2.047780248684917,0.1774203197550092,-0.2453407611070738,0.2708328850376114,0.5546416759438609,1.734698526634899,1.187962209661265,0.01587989634340735,Closed-arm
2892,-0.1871509143376922,0.5705825251732007,0.05422792248848509,-0.2259863215145025,-1.033214467492012,-0.4633279888988101,-0.8281135853564605,-0.4598945705734591,0.9285275649399131,-0.100146163186766,-0.05390848011064527,-0.02579110788333478,-0.5109217021855722,0.6703696810733766,1.235742754062121,-0.3453533090175584,0.947997688701563,-0.5226196158525421,1.071531087209002,0.09567984056405603,-0.3216283607825745,-0.544421010237985,0.2160808550643245,1.299118663187983,0.6356949378243191,-0.2130083612643267,-0.8429970484189109,-0.4558041061468781,-0.4308788587465075,0.3760299597955367,-0.4539426000133885,0.7130277999787243,-0.8289319521973335,-0.1740274347046169,-0.4574580407869528,2.018875663555761,0.102716474548649,-0.183070504565243,0.1899032280401605,0.6435640401882193,1.574883594207804,1.121486583081834,0.03969196922195758,Closed-arm
